"filename", "language", "Dart", "comment", "blank", "total"
"d:\dev\1CS Projects\BDD\frontend\lib\MainScreen\data\datasource\course_datasource.dart", "Dart", -7, 0, -1, -8
"d:\dev\1CS Projects\BDD\frontend\lib\MainScreen\presentation\screens\coursedetail.dart", "Dart", 34, 0, 3, 37
"Total", "-", 27, 0, 2, 29
